technical_match_ratio,technical_partial_ratio,technical_missing_ratio,mandatory_requirement_compliance,document_completeness,required_documents_present,required_documents_missing,evidence_coverage,specification_match_score,specification_conflict_count,experience_years,relevant_experience_score,delivery_days,delivery_compliance,quoted_price,price_score,standards_coverage,high_risk_requirement_count,missing_evidence_count,conflict_count,compliance_class
0.727,0.229,0.043,1,0.832,4,1,0.831,72.7,0,5,61,77,1,16120.22,67.8,0.593,1,1,1,3
0.782,0.113,0.106,1,0.699,3,2,0.605,78.2,1,8,73,71,1,15315.58,69.4,0.694,1,3,3,2
0.332,0.0,0.727,0,0.158,0,5,0.15,33.2,10,1,2,32,0,8394.04,83.2,0.37,3,8,11,0
0.434,0.425,0.14,0,0.631,3,2,0.588,43.4,2,3,34,49,0,30167.87,39.7,0.239,2,4,2,0
0.713,0.14,0.147,1,0.895,4,1,0.752,71.3,2,12,100,36,1,16760.85,66.5,0.602,1,2,4,2
0.957,0.04,0.004,1,1.0,5,0,0.927,95.7,0,8,98,84,1,37685.88,24.6,0.878,0,0,0,3
0.996,0.0,0.016,1,0.89,4,1,0.771,99.6,0,11,100,80,1,34782.41,30.4,0.917,0,2,0,3
0.515,0.13,0.355,0,0.671,3,2,0.626,51.5,5,3,25,32,0,12522.22,75.0,0.497,2,3,6,0
0.858,0.069,0.073,1,0.774,3,2,0.722,85.8,1,12,100,48,1,27074.11,45.9,0.85,0,2,3,3
0.834,0.129,0.037,1,0.994,4,1,0.872,83.4,0,12,100,75,1,32515.42,35.0,0.673,0,1,1,3
0.748,0.205,0.047,1,0.613,3,2,0.536,74.8,0,13,100,25,1,12394.2,75.2,0.596,1,4,0,3
0.637,0.0,0.372,0,0.691,3,2,0.647,63.7,5,4,40,35,0,32036.67,35.9,0.628,1,3,7,0
0.623,0.373,0.005,1,0.598,2,3,0.544,62.3,0,10,100,9,1,21769.01,56.5,0.539,1,4,0,2
0.781,0.085,0.134,1,0.937,4,1,0.8,78.1,2,10,100,16,1,34659.07,30.7,0.738,1,1,3,3
0.862,0.03,0.108,1,0.888,4,1,0.839,86.2,1,6,71,79,1,21975.59,56.0,0.842,0,1,2,3
0.429,0.302,0.269,0,0.267,1,4,0.222,42.9,4,0,18,27,1,28660.48,42.7,0.35,2,7,5,0
0.998,0.0,0.017,1,0.963,4,1,0.802,99.8,0,10,100,38,1,17433.25,65.1,0.813,0,1,1,3
0.97,0.0,0.042,1,1.0,5,0,0.901,97.0,0,6,51,73,1,36115.2,27.8,0.971,0,0,2,3
0.704,0.171,0.125,1,0.632,3,2,0.519,70.4,1,4,35,63,1,11291.55,77.4,0.605,1,4,1,2
0.605,0.071,0.324,0,0.697,3,2,0.662,60.5,4,4,35,87,0,33034.94,33.9,0.597,1,3,6,0
0.728,0.183,0.089,1,0.734,3,2,0.707,72.8,1,6,58,21,1,13769.82,72.5,0.779,1,2,2,2
0.195,0.375,0.429,0,0.284,1,4,0.235,19.5,6,2,27,9,1,16958.89,66.1,0.132,4,7,7,0
0.367,0.334,0.299,1,0.216,1,4,0.178,36.7,4,4,46,21,1,12084.44,75.8,0.418,3,8,6,1
0.308,0.582,0.109,1,0.402,2,3,0.331,30.8,1,3,29,72,0,15451.92,69.1,0.226,3,6,1,1
0.889,0.0,0.14,1,0.983,4,1,0.973,88.9,2,13,100,13,1,24568.04,50.9,0.836,0,0,2,3
0.85,0.146,0.005,1,0.95,4,1,0.793,85.0,0,11,100,58,1,43068.12,13.9,0.868,0,2,0,3
0.801,0.099,0.1,1,0.746,3,2,0.706,80.1,1,7,80,58,1,23642.58,52.7,0.789,0,2,1,3
0.444,0.241,0.315,1,0.315,1,4,0.276,44.4,4,4,47,56,0,14456.87,71.1,0.521,2,7,6,1
0.804,0.061,0.135,1,0.704,3,2,0.64,80.4,2,3,38,69,1,34600.45,30.8,0.74,0,3,4,2
0.37,0.293,0.337,1,0.335,1,4,0.332,37.0,5,4,40,33,0,26850.65,46.3,0.3,3,6,5,1
0.279,0.395,0.326,0,0.408,2,3,0.346,27.9,4,2,31,33,0,13949.94,72.1,0.165,3,6,5,0
0.322,0.577,0.101,0,0.439,2,3,0.436,32.2,1,2,19,29,1,15337.43,69.3,0.21,3,5,1,0
0.864,0.129,0.007,1,0.981,4,1,0.903,86.4,0,9,91,89,1,28065.67,43.9,0.789,0,0,1,3
0.876,0.064,0.06,1,0.784,3,2,0.761,87.6,0,5,48,74,1,13740.92,72.5,0.811,0,2,2,3
0.977,0.019,0.004,1,0.983,4,1,0.831,97.7,0,9,100,9,1,27125.8,45.7,0.879,0,1,2,3
0.347,0.357,0.296,1,0.52,2,3,0.517,34.7,4,2,36,46,0,31327.8,37.3,0.267,3,4,5,1
0.849,0.088,0.064,1,0.871,4,1,0.727,84.9,0,7,60,82,1,25614.63,48.8,0.739,0,2,2,3
0.86,0.021,0.119,1,0.689,3,2,0.588,86.0,1,4,53,68,1,29590.57,40.8,0.858,0,4,1,3
0.691,0.096,0.213,0,0.689,3,2,0.672,69.1,3,3,29,27,1,32157.39,35.7,0.573,1,3,5,1
0.857,0.098,0.045,1,0.973,4,1,0.892,85.7,0,6,74,82,1,25234.1,49.5,0.777,0,1,1,3
0.636,0.152,0.213,1,0.812,4,1,0.761,63.6,3,4,43,59,0,33487.02,33.0,0.564,1,2,3,2
0.756,0.149,0.095,1,0.737,3,2,0.71,75.6,1,14,100,70,1,17147.66,65.7,0.666,1,2,3,3
0.212,0.037,0.751,0,0.331,1,4,0.31,21.2,11,3,28,57,0,12918.65,74.2,0.077,3,6,13,0
0.178,0.098,0.725,0,0.095,0,5,0.084,17.8,10,0,-1,29,1,10136.49,79.7,0.277,4,9,11,1
0.072,0.304,0.624,0,0.108,0,5,0.099,7.2,9,4,36,55,0,12549.06,74.9,0.15,4,9,10,0
0.693,0.0,0.313,0,0.507,2,3,0.423,69.3,4,1,18,26,1,11631.75,76.7,0.626,1,5,5,0
0.142,0.108,0.75,0,0.066,0,5,0.064,14.2,11,2,31,20,1,6654.15,86.7,0.057,4,9,12,0
0.86,0.085,0.055,0,1.0,5,0,0.803,86.0,0,10,100,68,1,27228.93,45.5,0.954,0,1,1,1
0.372,0.358,0.27,1,0.468,2,3,0.392,37.2,4,0,14,25,1,34005.16,32.0,0.255,3,6,4,1
0.844,0.045,0.112,1,0.896,4,1,0.76,84.4,1,14,100,70,1,32110.45,35.8,0.677,0,2,3,3
0.49,0.32,0.19,0,0.394,1,4,0.375,49.0,2,3,37,69,0,30691.99,38.6,0.419,2,6,2,0
0.968,0.011,0.021,1,1.0,5,0,0.835,96.8,0,8,79,52,1,20268.93,59.5,1.0,0,1,1,3
0.356,0.433,0.211,1,0.31,1,4,0.263,35.6,3,0,11,54,0,14145.16,71.7,0.202,3,7,3,1
0.847,0.115,0.039,1,0.682,3,2,0.597,84.7,0,7,76,64,1,34048.29,31.9,0.932,0,4,0,3
0.931,0.027,0.042,1,1.0,5,0,0.855,93.1,0,12,100,21,1,25391.94,49.2,0.978,0,1,2,3
0.303,0.099,0.598,0,0.204,1,4,0.203,30.3,8,3,22,51,0,6920.27,86.2,0.33,3,7,10,0
0.81,0.172,0.018,1,0.782,3,2,0.754,81.0,0,3,48,48,1,44245.83,11.5,0.616,0,2,0,3
0.806,0.191,0.002,1,0.744,3,2,0.608,80.6,0,12,100,79,1,21875.12,56.2,0.803,0,3,0,3
0.829,0.136,0.035,1,0.994,4,1,0.895,82.9,0,9,99,24,1,45337.54,9.3,0.748,0,1,1,3
0.875,0.096,0.029,1,0.686,3,2,0.585,87.5,0,8,73,76,1,27367.93,45.3,0.918,0,4,0,3
0.742,0.207,0.051,1,0.82,4,1,0.745,74.2,0,12,100,54,1,29049.24,41.9,0.621,1,2,1,2
0.625,0.36,0.015,1,0.637,3,2,0.543,62.5,0,6,74,62,1,28960.62,42.1,0.487,1,4,2,2
0.907,0.047,0.045,1,0.731,3,2,0.671,90.7,0,9,90,19,1,28556.67,42.9,0.96,0,3,1,3
0.827,0.11,0.063,1,0.815,4,1,0.668,82.7,0,11,100,46,1,14678.63,70.6,0.778,0,3,1,3
0.674,0.0,0.386,1,0.809,4,1,0.706,67.4,5,3,48,76,0,12025.37,75.9,0.569,1,2,7,2
0.597,0.196,0.207,1,0.437,2,3,0.376,59.7,3,1,14,25,1,25702.09,48.6,0.649,2,6,5,1
0.935,0.056,0.009,1,0.811,4,1,0.799,93.5,0,4,31,58,1,21968.37,56.1,1.0,0,2,1,3
0.672,0.311,0.018,1,0.474,2,3,0.416,67.2,0,6,73,73,1,16262.71,67.5,0.565,1,5,0,2
0.644,0.247,0.109,1,0.617,3,2,0.573,64.4,1,6,67,82,1,34056.95,31.9,0.514,1,4,1,2
0.281,0.056,0.663,0,0.215,1,4,0.18,28.1,9,2,16,14,1,11620.4,76.8,0.182,3,8,9,0
0.406,0.465,0.128,0,0.221,1,4,0.185,40.6,1,2,28,78,0,14604.91,70.8,0.293,2,8,2,0
0.656,0.262,0.081,1,0.629,3,2,0.584,65.6,1,10,100,9,1,17926.84,64.1,0.618,1,4,1,2
0.856,0.028,0.116,1,0.905,4,1,0.766,85.6,1,10,100,19,1,20112.91,59.8,0.744,0,2,2,3
0.634,0.283,0.082,0,0.564,2,3,0.476,63.4,1,9,100,86,1,17829.03,64.3,0.605,1,5,1,0
0.865,0.1,0.035,1,0.946,4,1,0.791,86.5,0,13,100,10,1,15692.74,68.6,0.694,0,2,0,3
0.175,0.159,0.666,0,0.087,0,5,0.081,17.5,9,4,55,48,0,5758.63,88.5,0.123,4,9,10,0
0.684,0.161,0.155,0,0.688,3,2,0.669,68.4,2,4,55,83,0,31409.35,37.2,0.577,1,3,2,0
0.633,0.254,0.113,0,0.705,3,2,0.644,63.3,1,4,48,55,0,20767.92,58.5,0.584,1,3,3,0
0.647,0.06,0.293,0,0.737,3,2,0.595,64.7,4,1,23,81,0,17433.59,65.1,0.524,1,4,6,0
0.449,0.356,0.195,1,0.315,1,4,0.305,44.9,2,4,55,42,0,29646.67,40.7,0.416,2,6,2,1
0.622,0.224,0.154,1,0.799,3,2,0.692,62.2,2,1,9,80,0,20784.14,58.4,0.556,1,3,3,2
0.656,0.25,0.094,1,0.481,2,3,0.417,65.6,1,3,31,82,1,14415.34,71.2,0.62,1,5,2,2
0.003,0.203,0.794,0,0.0,0,5,0.0,0.3,11,3,44,53,0,16515.65,67.0,0.072,4,10,12,0
0.927,0.033,0.039,1,1.0,5,0,0.841,92.7,0,4,54,75,1,45764.73,8.5,0.954,0,1,0,3
0.635,0.058,0.307,1,0.753,3,2,0.655,63.5,4,1,14,52,0,18214.8,63.6,0.467,1,3,5,1
0.508,0.274,0.217,1,0.442,2,3,0.423,50.8,3,0,2,41,0,28237.75,43.5,0.37,2,5,4,1
0.303,0.084,0.613,0,0.286,1,4,0.274,30.3,9,3,47,45,0,12408.37,75.2,0.289,3,7,11,0
0.763,0.158,0.079,1,0.801,4,1,0.645,76.3,1,5,54,84,1,18047.28,63.9,0.667,1,3,2,2
0.616,0.339,0.045,1,0.602,3,2,0.602,61.6,0,9,89,30,1,22589.54,54.8,0.473,1,3,0,2
0.658,0.223,0.119,0,0.851,4,1,0.828,65.8,1,3,31,69,1,27069.49,45.9,0.529,1,1,3,0
0.833,0.153,0.013,1,0.812,4,1,0.765,83.3,0,3,31,12,1,18306.0,63.4,0.745,0,2,0,3
0.563,0.288,0.149,0,0.411,2,3,0.405,56.3,2,2,37,45,0,24816.47,50.4,0.511,2,5,3,0
0.819,0.174,0.007,1,0.806,4,1,0.794,81.9,0,14,100,86,1,16084.24,67.8,0.658,0,2,1,3
0.858,0.017,0.125,1,0.878,4,1,0.717,85.8,1,11,100,48,1,34603.49,30.8,0.715,0,2,1,3
0.453,0.369,0.179,0,0.36,1,4,0.292,45.3,2,0,14,36,0,32165.57,35.7,0.468,2,7,4,0
0.98,0.003,0.017,1,0.825,4,1,0.776,98.0,0,8,78,33,1,28987.35,42.0,0.837,0,2,0,3
0.206,0.462,0.332,0,0.246,1,4,0.224,20.6,4,0,7,13,1,11838.24,76.3,0.292,3,7,6,0
0.012,0.221,0.767,0,0.027,0,5,0.026,1.2,11,2,11,54,0,14573.76,70.9,0.078,4,9,13,0
0.994,0.0,0.018,1,0.956,4,1,0.938,99.4,0,13,100,44,1,23226.01,53.5,0.921,0,0,2,3
0.891,0.088,0.021,1,0.913,4,1,0.775,89.1,0,12,100,44,1,34954.22,30.1,0.725,0,2,2,3
0.597,0.037,0.366,1,0.496,2,3,0.428,59.7,5,4,48,65,0,34754.13,30.5,0.697,2,5,7,1
0.998,0.0,0.019,1,0.899,4,1,0.74,99.8,0,13,100,70,1,35605.31,28.8,1.0,0,2,0,3
0.783,0.21,0.007,1,0.75,3,2,0.684,78.3,0,7,75,53,1,26536.02,46.9,0.837,1,3,1,3
0.784,0.113,0.103,1,0.774,3,2,0.719,78.4,1,6,51,66,1,25321.37,49.4,0.8,1,2,3,2
0.805,0.128,0.067,1,0.605,3,2,0.552,80.5,1,10,93,35,1,28083.97,43.8,0.719,0,4,1,3
0.844,0.147,0.009,1,0.65,3,2,0.548,84.4,0,13,100,32,1,24971.8,50.1,0.913,0,4,1,3
0.31,0.563,0.127,0,0.499,2,3,0.455,31.0,1,3,32,20,1,21328.41,57.3,0.205,3,5,2,0
0.969,0.006,0.026,1,1.0,5,0,0.836,96.9,0,10,100,85,1,32166.74,35.7,0.781,0,1,0,3
0.553,0.322,0.126,1,0.469,2,3,0.397,55.3,1,3,30,75,0,31629.23,36.7,0.482,2,6,3,1
0.853,0.102,0.045,1,1.0,5,0,0.899,85.3,0,13,100,53,1,42486.61,15.0,0.69,0,1,1,3
0.523,0.141,0.336,0,0.357,1,4,0.318,52.3,5,4,51,52,0,20416.7,59.2,0.389,2,6,5,0
0.63,0.231,0.139,1,0.53,2,3,0.446,63.0,2,8,73,81,1,30696.76,38.6,0.479,1,5,3,2
0.332,0.371,0.297,1,0.17,0,5,0.147,33.2,4,3,30,88,0,24432.0,51.1,0.335,3,8,4,0
0.358,0.255,0.386,0,0.197,0,5,0.177,35.8,5,4,30,59,0,11395.96,77.2,0.452,3,8,7,0
0.626,0.285,0.089,1,0.502,2,3,0.459,62.6,1,12,100,18,1,16006.62,68.0,0.505,1,5,2,2
0.279,0.317,0.404,1,0.165,0,5,0.141,27.9,6,1,13,54,0,11414.1,77.2,0.325,3,8,7,0
0.951,0.046,0.003,1,1.0,5,0,0.988,95.1,0,4,52,21,1,44824.88,10.4,1.0,0,0,0,3
0.962,0.0,0.045,1,0.766,3,2,0.761,96.2,0,14,100,15,1,19452.14,61.1,0.88,0,2,2,3
0.349,0.309,0.342,0,0.274,1,4,0.229,34.9,5,1,27,10,1,22208.45,55.6,0.345,3,7,7,0
0.399,0.209,0.392,0,0.438,2,3,0.372,39.9,5,2,31,34,0,21718.34,56.6,0.318,3,6,7,0
0.898,0.043,0.059,1,1.0,5,0,0.966,89.8,0,10,100,9,1,13203.38,73.6,0.852,0,0,2,3
0.471,0.39,0.139,1,0.453,2,3,0.411,47.1,2,4,52,81,0,34625.24,30.7,0.299,2,5,2,1
0.814,0.142,0.044,1,0.824,4,1,0.727,81.4,0,7,88,16,1,45968.11,8.1,0.832,0,2,2,3
0.851,0.118,0.031,1,0.835,4,1,0.799,85.1,0,3,41,44,1,33463.21,33.1,0.72,0,2,2,3
0.853,0.133,0.014,1,0.818,4,1,0.677,85.3,0,14,100,14,1,23872.72,52.3,0.928,0,3,1,3
0.082,0.277,0.641,0,0.218,1,4,0.187,8.2,9,0,-8,17,1,6841.1,86.3,0.171,4,8,10,0
0.625,0.089,0.286,1,0.632,3,2,0.553,62.5,4,0,8,46,0,11198.13,77.6,0.638,1,4,5,1
0.32,0.548,0.133,1,0.423,2,3,0.367,32.0,1,4,50,37,0,14328.14,71.3,0.134,3,6,1,1
0.223,0.384,0.392,0,0.038,0,5,0.036,22.3,5,1,22,22,1,8157.24,83.7,0.232,3,9,6,0
0.867,0.102,0.031,1,0.782,3,2,0.769,86.7,0,13,100,17,1,27500.52,45.0,0.863,0,2,0,3
0.384,0.144,0.472,0,0.524,2,3,0.493,38.4,7,3,20,59,0,15727.88,68.5,0.206,3,5,9,0
0.701,0.245,0.054,1,0.645,3,2,0.617,70.1,0,10,100,18,1,21150.93,57.7,0.567,1,3,1,3
0.806,0.19,0.004,1,0.741,3,2,0.703,80.6,0,11,100,32,1,19871.66,60.3,0.788,0,2,1,3
0.345,0.302,0.353,0,0.259,1,4,0.257,34.5,5,2,16,53,0,13314.24,73.4,0.343,3,7,5,0
0.081,0.486,0.434,0,0.022,0,5,0.018,8.1,6,1,24,16,1,9305.05,81.4,0.154,4,9,7,0
0.539,0.3,0.161,0,0.348,1,4,0.344,53.9,2,0,1,24,1,30777.11,38.4,0.613,2,6,2,0
0.853,0.136,0.01,1,1.0,5,0,0.804,85.3,0,4,43,75,1,21186.61,57.6,0.831,0,1,1,3
0.754,0.221,0.025,1,0.796,3,2,0.715,75.4,0,11,100,48,1,14769.35,70.5,0.65,1,2,0,3
0.859,0.117,0.024,0,0.839,4,1,0.743,85.9,0,11,100,79,1,14742.41,70.5,0.76,0,2,1,1
0.665,0.23,0.106,1,0.618,3,2,0.578,66.5,1,4,43,21,1,21631.96,56.7,0.662,1,4,1,2
0.829,0.126,0.045,1,0.809,4,1,0.736,82.9,0,13,100,81,1,26359.32,47.3,0.869,0,2,0,3
0.654,0.294,0.052,1,0.512,2,3,0.475,65.4,0,5,59,89,1,25756.56,48.5,0.587,1,5,0,2
0.388,0.0,0.665,0,0.478,2,3,0.437,38.8,9,0,19,11,1,19349.01,61.3,0.305,3,5,9,0
0.939,0.025,0.036,1,0.964,4,1,0.959,93.9,0,11,100,8,1,39478.26,21.0,0.959,0,0,0,3
0.613,0.198,0.189,1,0.513,2,3,0.494,61.3,2,4,57,49,0,25068.25,49.9,0.469,1,5,3,2
0.429,0.365,0.205,0,0.624,3,2,0.503,42.9,3,2,14,53,0,18906.21,62.2,0.432,2,4,5,0
0.634,0.267,0.099,1,0.446,2,3,0.394,63.4,1,3,27,86,1,13787.07,72.4,0.512,1,6,2,2
0.946,0.026,0.028,1,0.836,4,1,0.754,94.6,0,5,50,59,1,49051.57,1.9,0.886,0,2,1,3
0.099,0.549,0.352,0,0.027,0,5,0.026,9.9,5,2,11,69,0,5231.22,89.5,0.0,4,9,7,0
0.621,0.305,0.074,1,0.545,2,3,0.531,62.1,1,10,100,82,1,10760.56,78.5,0.623,1,4,1,2
0.975,0.009,0.016,1,1.0,5,0,0.815,97.5,0,9,99,10,1,26031.56,47.9,1.0,0,1,0,3
0.73,0.201,0.069,1,0.648,3,2,0.6,73.0,1,9,96,32,1,21523.89,57.0,0.743,1,3,3,2
0.785,0.18,0.035,1,0.674,3,2,0.559,78.5,0,8,92,84,1,26067.93,47.9,0.722,1,4,1,3
0.805,0.193,0.003,1,0.988,4,1,0.845,80.5,0,13,100,9,1,20477.78,59.0,0.68,0,1,2,3
0.896,0.038,0.066,1,0.905,4,1,0.821,89.6,0,4,55,47,1,27619.67,44.8,0.792,0,1,2,3
0.695,0.253,0.052,1,0.728,3,2,0.604,69.5,0,10,100,45,1,30155.24,39.7,0.761,1,3,2,2
0.828,0.158,0.015,0,0.929,4,1,0.822,82.8,0,14,100,64,1,21999.58,56.0,0.876,0,1,0,1
0.86,0.093,0.047,1,0.72,3,2,0.588,86.0,0,10,100,17,1,33928.43,32.1,0.875,0,4,2,3
0.634,0.158,0.208,1,0.445,2,3,0.39,63.4,3,4,41,77,0,27468.87,45.1,0.642,1,6,3,1
0.823,0.14,0.037,1,1.0,5,0,0.806,82.3,0,10,91,85,1,31496.29,37.0,0.856,0,1,0,3
0.803,0.187,0.011,1,0.629,3,2,0.601,80.3,0,12,100,75,1,39351.08,21.3,0.835,0,3,2,2
0.625,0.348,0.027,1,0.687,3,2,0.569,62.5,0,12,100,37,1,15663.85,68.7,0.544,1,4,1,2
0.833,0.059,0.108,1,0.652,3,2,0.636,83.3,1,6,63,59,1,25708.41,48.6,0.808,0,3,1,3
0.882,0.099,0.019,1,0.801,4,1,0.665,88.2,0,4,50,7,1,25733.4,48.5,0.971,0,3,2,3
0.874,0.103,0.023,1,0.804,4,1,0.673,87.4,0,5,63,16,1,20262.11,59.5,0.802,0,3,2,3
0.352,0.411,0.237,0,0.292,1,4,0.239,35.2,3,2,14,56,0,18220.83,63.6,0.415,3,7,3,0
0.958,0.009,0.033,1,1.0,5,0,0.815,95.8,0,5,42,59,1,42287.2,15.4,1.0,0,1,0,3
0.905,0.049,0.046,1,1.0,5,0,0.969,90.5,0,13,100,43,1,16247.04,67.5,0.985,0,0,2,3
0.36,0.291,0.349,1,0.485,2,3,0.451,36.0,5,2,31,46,0,10213.87,79.6,0.41,3,5,5,1
0.751,0.17,0.079,1,0.564,2,3,0.538,75.1,1,14,100,71,1,32468.15,35.1,0.729,1,4,1,2
0.473,0.39,0.137,0,0.545,2,3,0.48,47.3,2,3,28,35,0,15619.01,68.8,0.457,2,5,4,0
0.786,0.068,0.145,1,0.967,4,1,0.877,78.6,2,12,100,67,1,10221.66,79.6,0.69,1,1,2,3
0.497,0.302,0.202,1,0.436,2,3,0.403,49.7,3,1,10,54,0,20818.77,58.4,0.404,2,5,3,1
0.977,0.01,0.012,1,1.0,5,0,0.892,97.7,0,7,62,86,1,43868.06,12.3,1.0,0,1,1,3
0.201,0.179,0.619,0,0.346,1,4,0.313,20.1,9,4,38,26,1,16104.57,67.8,0.232,3,6,10,0
0.849,0.149,0.002,1,1.0,5,0,0.868,84.9,0,7,70,28,1,41835.34,16.3,0.85,0,1,2,3
0.878,0.096,0.026,1,1.0,5,0,0.995,87.8,0,14,100,70,1,34618.61,30.8,0.792,0,0,2,2
0.162,0.518,0.32,0,0.046,0,5,0.04,16.2,4,3,35,25,1,14250.95,71.5,0.058,4,9,5,0
0.928,0.035,0.038,1,1.0,5,0,0.866,92.8,0,3,22,31,1,39134.01,21.7,1.0,0,1,0,3
0.396,0.143,0.461,0,0.268,1,4,0.218,39.6,6,3,37,81,0,12070.52,75.9,0.483,3,7,7,0
0.988,0.0,0.044,1,0.872,4,1,0.784,98.8,0,6,78,73,1,27628.24,44.7,1.0,0,2,1,3
0.895,0.096,0.009,1,1.0,5,0,0.83,89.5,0,11,100,43,1,18371.41,63.3,0.971,0,1,1,3
0.489,0.157,0.354,0,0.499,2,3,0.467,48.9,5,2,13,7,1,34208.99,31.6,0.486,2,5,7,0
0.733,0.184,0.083,1,0.693,3,2,0.618,73.3,1,12,100,70,1,21280.38,57.4,0.578,1,3,2,3
0.954,0.025,0.021,1,0.828,4,1,0.818,95.4,0,8,84,28,1,20017.26,60.0,0.805,0,1,0,3
0.072,0.527,0.401,0,0.128,0,5,0.128,7.2,6,2,23,63,0,13864.8,72.3,0.0,4,8,6,0
0.964,0.008,0.028,1,0.958,4,1,0.926,96.4,0,13,100,71,1,28878.87,42.2,1.0,0,0,1,3
0.336,0.483,0.182,1,0.477,2,3,0.456,33.6,2,1,13,81,0,26929.75,46.1,0.345,3,5,3,1
0.85,0.131,0.019,1,0.961,4,1,0.864,85.0,0,5,67,35,1,27926.56,44.1,0.917,0,1,0,3
0.7,0.259,0.042,1,0.548,2,3,0.535,70.0,0,9,100,19,1,17881.41,64.2,0.654,1,4,2,2
0.863,0.125,0.012,1,0.963,4,1,0.774,86.3,0,4,48,16,1,48265.46,3.5,0.878,0,2,2,3
0.724,0.231,0.045,1,0.57,2,3,0.496,72.4,0,7,73,22,1,10577.49,78.8,0.679,1,5,0,2
0.691,0.161,0.148,1,0.687,3,2,0.605,69.1,2,3,35,12,1,31456.99,37.1,0.55,1,3,4,2
0.551,0.325,0.124,1,0.371,1,4,0.338,55.1,1,1,10,7,1,17686.24,64.6,0.518,2,6,1,2
0.319,0.378,0.303,1,0.503,2,3,0.418,31.9,4,3,22,69,0,14818.59,70.4,0.21,3,5,5,1
0.381,0.325,0.293,1,0.186,0,5,0.169,38.1,4,4,30,71,0,19707.44,60.6,0.258,3,8,5,0
0.993,0.0,0.032,1,1.0,5,0,0.907,99.3,0,4,53,52,1,30344.66,39.3,0.813,0,0,1,3
0.88,0.071,0.049,1,0.818,4,1,0.715,88.0,0,7,67,35,1,39450.0,21.1,0.726,0,2,0,3
0.767,0.217,0.016,1,0.796,3,2,0.661,76.7,0,7,67,24,1,12571.22,74.9,0.696,1,3,2,2
0.878,0.085,0.037,1,1.0,5,0,0.98,87.8,0,10,97,57,1,20246.15,59.5,0.825,0,0,2,3
0.364,0.494,0.142,1,0.468,2,3,0.421,36.4,2,0,14,60,0,24205.7,51.6,0.283,3,5,2,1
0.766,0.127,0.107,1,0.656,3,2,0.595,76.6,1,12,100,34,1,30895.16,38.2,0.787,1,4,1,3
0.192,0.079,0.729,0,0.374,1,4,0.365,19.2,10,1,0,82,0,16097.32,67.8,0.153,4,6,12,0
0.891,0.091,0.018,1,0.943,4,1,0.881,89.1,0,9,83,27,1,25147.8,49.7,0.747,0,1,2,3
0.89,0.0,0.121,1,0.746,3,2,0.607,89.0,1,3,29,13,1,30701.37,38.6,0.891,0,3,1,3
0.494,0.255,0.25,0,0.53,2,3,0.471,49.4,3,2,37,74,0,18381.2,63.2,0.295,2,5,4,0
0.457,0.403,0.14,1,0.534,2,3,0.495,45.7,2,0,6,8,1,26744.68,46.5,0.338,2,5,2,1
0.754,0.107,0.14,1,0.78,3,2,0.762,75.4,2,3,35,58,1,16159.28,67.7,0.672,1,2,4,2
0.863,0.126,0.011,1,0.901,4,1,0.733,86.3,0,5,57,47,1,46243.72,7.5,0.814,0,2,0,3
0.467,0.174,0.359,0,0.423,2,3,0.365,46.7,5,4,39,24,1,15819.31,68.4,0.544,2,6,5,0
0.605,0.288,0.107,1,0.505,2,3,0.416,60.5,1,0,-3,89,0,30559.78,38.9,0.529,1,5,3,2
0.328,0.272,0.4,0,0.314,1,4,0.278,32.8,6,1,27,77,0,6130.16,87.7,0.412,3,7,8,0
0.74,0.246,0.014,1,0.571,2,3,0.464,74.0,0,4,47,19,1,10193.26,79.6,0.667,1,5,1,2
0.331,0.508,0.162,1,0.454,2,3,0.405,33.1,2,4,49,85,0,17272.67,65.5,0.408,3,5,3,1
0.849,0.117,0.033,1,0.779,3,2,0.702,84.9,0,10,94,13,1,33728.74,32.5,0.803,0,2,1,3
0.892,0.102,0.006,1,0.865,4,1,0.714,89.2,0,12,100,84,1,26821.45,46.4,0.713,0,2,0,3
0.968,0.014,0.018,1,1.0,5,0,0.897,96.8,0,3,35,22,1,19814.32,60.4,1.0,0,1,2,3
0.726,0.212,0.063,0,0.699,3,2,0.653,72.6,0,8,93,59,1,13317.05,73.4,0.769,1,3,0,1
0.515,0.265,0.221,1,0.558,2,3,0.464,51.5,3,2,14,39,0,20283.07,59.4,0.495,2,5,4,1
0.663,0.313,0.024,0,0.686,3,2,0.624,66.3,0,8,94,68,1,16477.46,67.0,0.566,1,3,0,1
0.604,0.16,0.236,1,0.712,3,2,0.665,60.4,3,0,-10,9,1,24499.58,51.0,0.476,1,3,3,2
0.93,0.061,0.009,1,0.751,3,2,0.703,93.0,0,14,100,22,1,34693.34,30.6,0.755,0,2,2,3
0.403,0.327,0.27,1,0.284,1,4,0.231,40.3,4,3,38,76,0,21713.67,56.6,0.463,2,7,6,1
0.812,0.159,0.029,1,0.721,3,2,0.697,81.2,0,4,47,88,1,12498.42,75.0,0.876,0,3,0,3
0.746,0.199,0.055,1,0.925,4,1,0.748,74.6,0,9,80,14,1,12151.36,75.7,0.563,1,2,1,3
0.861,0.105,0.035,1,0.664,3,2,0.556,86.1,0,7,84,72,1,30589.19,38.8,0.767,0,4,2,3
